employee_id,name,department,role,hire_date,manager_id,termination_date,status,previous_role,role_changed_on
E0311,Yee Han bin Rahman,Human Resources,HR Officer,2016-07-16,E0377,,Active,,
E0312,Hakim Chong,Human Resources,HR Officer,2026-05-01,E0378,,Active,,
E0313,Farah Fernandez,Human Resources,Payroll Officer,2024-04-20,E0376,,Active,HR Officer,2026-03-12
E0314,Ganesh bin Hassan,Human Resources,HR Officer,2026-04-04,E0342,,Active,,
E0315,Li Wen Lim,Human Resources,HR Officer,2022-09-06,E0343,,Active,,
E0316,Hafiz bin Hassan,Human Resources,HR Officer,2019-12-01,E0348,,Active,,
E0317,Farah bin Hassan,Human Resources,HR Officer,2019-04-09,E0346,,Active,,
E0318,Firdaus Wong,Human Resources,HR Officer,2022-09-04,E0340,,Active,,
E0319,Firdaus Kumar,Human Resources,HR Officer,2022-10-18,E0338,,Active,,
E0320,Priya bin Hassan,Human Resources,HR Officer,2019-09-21,E0378,2025-12-20,Terminated,,
E0321,Michelle Pillai,Human Resources,HR Officer,2012-10-09,E0344,2025-10-03,Terminated,,
E0322,Arun Ng,Human Resources,HR Officer,2014-08-24,E0347,,Active,,
E0323,Siew Mun bin Hassan,Human Resources,HR Officer,2019-03-30,E0340,,Active,,
E0324,Adrian binti Ismail,Human Resources,HR Officer,2022-01-17,E0377,,Active,,
E0325,Izzati Pillai,Human Resources,HR Officer,2017-08-13,E0344,,Active,,
E0326,Li Wen Anak Jelani,Human Resources,HR Officer,2017-03-08,E0339,,Active,,
E0327,Rachel Nair,Human Resources,HR Officer,2014-12-27,E0377,,Active,,
E0328,Daniel Ng,Human Resources,HR Officer,2021-10-08,E0346,2026-02-09,Terminated,,
E0329,Siew Mun Kumar,Human Resources,HR Officer,2019-10-19,E0376,2021-08-25,Terminated,,
E0330,Michelle Raj,Human Resources,HR Officer,2018-09-16,E0347,,Active,,
E0331,Ganesh bin Abdullah,Human Resources,HR Officer,2022-06-07,E0377,,Active,,
E0332,Kavitha binti Omar,Human Resources,HR Officer,2015-08-12,E0342,2021-06-23,Terminated,,
E0333,Rachel bin Hassan,Human Resources,HR Officer,2024-01-06,E0349,,Active,,
E0334,Izzati Ng,Human Resources,HR Manager,2015-09-21,E0373,,Active,HR Officer,2026-02-22
E0335,Amirul Fernandez,Human Resources,HR Officer,2023-01-24,E0374,,Active,,
E0336,Chee Keong binti Omar,Human Resources,HR Officer,2012-01-16,E0378,,Active,,
E0337,Daniel binti Ismail,Human Resources,HR Manager,2012-06-06,E0340,,Active,,
E0338,Deepa Wong,Human Resources,HR Manager,2012-03-25,E0339,,Active,,
E0339,Daniel Lim,Human Resources,HR Manager,2022-01-26,E0341,2026-03-13,Terminated,,
E0340,Zahra binti Ismail,Human Resources,HR Manager,2015-09-26,E0337,,Active,,
E0341,Zahra Ng,Human Resources,HR Manager,2018-07-06,E0377,2020-12-03,Terminated,,
E0342,Hafiz Wong,Human Resources,HR Manager,2026-02-08,E0374,,Active,,
E0343,Li Wen Anak Jelani,Human Resources,HR Manager,2016-09-04,E0339,,Active,,
E0344,Arun Raj,Human Resources,HR Manager,2020-04-16,E0346,2022-03-14,Terminated,,
E0345,Daniel binti Omar,Human Resources,HR Manager,2014-09-30,E0342,,Active,,
E0346,Arun Fernandez,Human Resources,HR Manager,2018-06-18,E0344,2026-01-27,Terminated,,
E0347,Amirul Tan,Human Resources,HR Manager,2018-03-10,E0345,,Active,,
E0348,Izzati Nair,Human Resources,HR Manager,2024-02-12,E0345,,Active,,
E0349,Izzati Lim,Human Resources,HR Manager,2023-10-05,E0377,2025-06-20,Terminated,,
E0350,Li Wen Menon,Human Resources,HR Manager,2013-11-11,E0348,,Active,,
E0351,Syafiq binti Omar,Human Resources,Payroll Officer,2017-08-11,E0346,,Active,,
E0352,Yee Han Lee,Human Resources,Payroll Officer,2015-10-06,E0346,,Active,,
E0353,Jun Hao binti Omar,Human Resources,Payroll Officer,2018-03-10,E0339,,Active,,
E0354,Nadia Lim,Human Resources,Payroll Officer,2021-01-03,E0337,2026-04-10,Terminated,,
E0355,Kavitha Lee,Human Resources,Payroll Officer,2012-11-21,E0347,,Active,,
E0356,Hafiz Raj,Human Resources,Payroll Officer,2026-02-06,E0341,,Active,,
E0357,Li Wen Tan,Human Resources,Payroll Officer,2024-10-14,E0375,,Active,,
E0358,Rachel Nair,Human Resources,Payroll Officer,2022-07-12,E0349,,Active,,
E0359,Firdaus Wong,Human Resources,Payroll Officer,2023-09-06,E0346,,Active,,
E0360,Yee Han bin Hassan,Human Resources,Payroll Officer,2014-09-06,E0348,,Active,,
E0361,Li Wen Anak Jelani,Human Resources,Payroll Officer,2022-01-05,E0375,2023-09-01,Terminated,,
E0362,Yee Han Anak Jelani,Human Resources,Payroll Officer,2023-12-30,E0340,,Active,,
E0363,Deepa Chong,Human Resources,Payroll Officer,2016-12-09,E0350,,Active,,
E0364,Aisyah Anak Jelani,Human Resources,Payroll Officer,2015-01-27,E0376,,Active,,
E0365,Firdaus binti Omar,Human Resources,Payroll Officer,2020-04-05,E0341,,Active,,
E0366,Rachel Raj,Human Resources,Payroll Officer,2020-11-08,E0372,,Active,,
E0367,Arun Anak Jelani,Human Resources,Payroll Officer,2018-01-08,E0343,2026-03-29,Terminated,,
E0368,Kavitha binti Yusof,Human Resources,Payroll Officer,2022-06-22,E0346,,Active,,
E0369,Amirul binti Ismail,Human Resources,Payroll Officer,2025-09-02,E0340,,Active,,
E0370,Kai Xin Pillai,Human Resources,Payroll Officer,2022-07-11,E0349,,Active,,
E0371,Arun bin Abdullah,Human Resources,Payroll Officer,2013-01-24,E0350,,Active,,
E0372,Kai Xin Menon,Human Resources,Payroll Manager,2024-03-09,E0374,,Active,,
E0373,Jun Hao bin Abdullah,Human Resources,Payroll Manager,2025-11-19,E0378,,Active,,
E0374,Siew Mun Lim,Human Resources,Payroll Manager,2013-02-08,E0376,,Active,,
E0375,Daniel binti Ismail,Human Resources,Payroll Manager,2022-10-05,E0378,,Active,,
E0376,Li Wen Lee,Human Resources,Payroll Manager,2012-08-28,E0378,,Active,,
E0377,Li Wen bin Hassan,Human Resources,Payroll Manager,2025-10-24,E0344,,Active,,
E0378,Mei Yee Lee,Human Resources,Payroll Manager,2018-12-12,E0342,,Active,,
E0379,Farah bin Hassan,IT,IT Support,2015-06-08,E0001,,Active,,
E0380,Mei Yee bin Hassan,IT,IT Support,2020-01-22,E0379,,Active,,
E0381,Siew Mun Kumar,IT,IT Support,2018-09-25,E0379,,Active,,
E0382,Siew Mun Wong,IT,IT Support,2020-03-11,E0379,,Active,,
E0383,Hakim Chong,IT,IT Support,2016-09-03,E0379,,Active,,
E0384,Yee Han Nair,IT,IT Support,2016-04-16,E0379,2022-07-29,Terminated,,
E0385,Kavitha Lee,IT,IT Support,2020-01-05,E0379,,Active,,
E0386,Wei Ling Kumar,IT,IT Support,2021-02-06,E0379,,Active,,
E0387,Siew Mun Wong,IT,IT Support,2017-05-08,E0379,,Active,,
E0388,Ahmad bin Abdullah,IT,IT Support,2018-05-09,E0379,2024-06-29,Terminated,,
E0389,Nurul Anak Jelani,IT,IT Support,2020-09-20,E0379,,Active,,
E0390,Arun Pillai,IT,IT Support,2023-12-08,E0379,,Active,,
E0391,Jun Hao Fernandez,IT,IT Support,2022-06-15,E0379,2025-10-05,Terminated,,
E0392,Jun Hao Chong,IT,IT Support,2014-12-13,E0379,,Active,,
E0393,Kavitha Pillai,IT,IT Support,2019-08-28,E0379,,Active,,
E0394,Arun Lee,IT,IT Support,2022-07-23,E0379,2025-08-06,Terminated,,
E0395,Rachel binti Yusof,IT,IT Support,2021-01-15,E0379,,Active,,
E0396,Arun Ng,IT,IT Support,2012-05-03,E0379,2021-10-20,Terminated,,
E0397,Kai Xin Anak Jelani,IT,IT Support,2015-08-21,E0379,,Active,,
E0398,Chee Keong Tan,IT,IT Support,2013-10-26,E0379,,Active,,
E0399,Chee Keong bin Rahman,IT,IT Support,2016-05-28,E0379,,Active,,
E0400,Priya Tan,IT,IT Support,2014-07-21,E0379,,Active,,
E0401,Yee Han Lim,IT,IT Support,2020-02-29,E0379,,Active,,
E0402,Michelle Raj,IT,IT Support,2016-05-12,E0379,,Active,,
E0403,Michelle binti Yusof,IT,IT Support,2016-04-02,E0379,,Active,,
E0404,Nadia Lim,IT,IT Support,2014-07-13,E0379,2020-07-22,Terminated,,
E0405,Izzati Pillai,IT,IT Support,2012-05-03,E0379,,Active,,
E0406,Mei Yee Lee,IT,IT Support,2012-03-12,E0379,,Active,,
E0407,Ahmad Wong,IT,IT Support,2025-05-14,E0379,,Active,,
E0408,Zahra Nair,IT,IT Support,2020-11-27,E0379,,Active,,
E0409,Firdaus binti Omar,IT,IT Support,2025-08-12,E0379,,Active,,
E0410,Rachel Lee,IT,IT Support,2025-06-26,E0379,,Active,,
E0411,Amirul bin Abdullah,IT,IT Support,2020-12-08,E0379,,Active,,
E0412,Syafiq Kumar,IT,IT Support,2020-01-03,E0379,2024-07-07,Terminated,,
E0413,Hakim Anak Jelani,IT,IT Support,2020-11-26,E0379,,Active,,
E0414,Farah Wong,IT,IT Support,2022-06-07,E0379,,Active,,
E0415,Daniel Wong,IT,IT Support,2025-12-27,E0379,,Active,,
E0416,Ganesh Raj,IT,IT Support,2015-11-05,E0379,,Active,,
E0417,Nurul Tan,IT,IT Support,2016-08-26,E0379,,Active,,
E0418,Jun Hao bin Hassan,IT,IT Support,2018-06-16,E0379,,Active,,
E0419,Jun Hao Fernandez,IT,IT Support,2020-09-30,E0379,2026-01-26,Terminated,,
E0420,Wei Ling binti Ismail,IT,IT Support,2015-02-18,E0379,2024-02-14,Terminated,,
E0421,Li Wen bin Rahman,IT,IT Support,2025-11-06,E0379,,Active,,
E0422,Jun Hao Ng,IT,IT Support,2025-09-07,E0379,,Active,,
E0423,Izzati bin Rahman,IT,IT Support,2018-04-29,E0379,,Active,,
E0424,Syafiq Raj,IT,IT Support,2025-01-16,E0379,,Active,,
E0425,Aisyah Pillai,IT,IT Support,2017-03-06,E0379,2026-01-05,Terminated,,
E0426,Michelle Lim,IT,IT Support,2025-03-09,E0379,2025-08-12,Terminated,,
E0427,Syafiq binti Yusof,IT,IT Support,2016-07-31,E0379,,Active,,
E0428,Deepa Lim,IT,IT Support,2017-12-26,E0379,,Active,,
E0429,Hafiz Chong,IT,IT Support,2017-02-10,E0379,,Active,,
E0430,Amirul binti Yusof,IT,IT Support,2014-11-26,E0379,,Active,,
E0431,Izzati Tan,IT,IT Support,2017-01-12,E0379,,Active,,
E0432,Siew Mun bin Abdullah,IT,IT Support,2024-07-03,E0379,,Active,,
E0433,Hakim Raj,IT,IT Support,2023-06-19,E0379,,Active,,
E0434,Nadia Wong,IT,IT Support,2023-07-13,E0379,,Active,,
E0435,Nurul Menon,IT,IT Administrator,2020-11-16,E0379,2026-05-15,Terminated,,
E0436,Firdaus bin Rahman,IT,IT Administrator,2023-06-11,E0379,,Active,,
E0437,Hafiz Raj,IT,IT Administrator,2014-01-19,E0379,,Active,,
E0438,Deepa Kumar,IT,IT Administrator,2025-06-25,E0379,,Active,,
E0439,Aisyah binti Omar,IT,IT Administrator,2016-06-16,E0379,2023-08-19,Terminated,,
E0440,Kai Xin Fernandez,IT,IT Administrator,2018-07-26,E0379,,Active,,
E0441,Jun Hao Ng,IT,IT Administrator,2017-09-15,E0379,2026-05-22,Terminated,,
E0442,Arun bin Hassan,IT,IT Administrator,2019-07-05,E0379,,Active,,
E0443,Adrian Pillai,IT,IT Administrator,2016-04-28,E0379,,Active,,
E0444,Siew Mun bin Rahman,IT,IT Administrator,2020-12-29,E0379,,Active,,
E0445,Ganesh Ng,IT,IT Administrator,2018-02-04,E0379,,Active,,
E0446,Hakim Lee,IT,IT Administrator,2024-07-18,E0379,,Active,,
E0447,Kai Xin Tan,IT,IT Administrator,2021-06-14,E0379,,Active,,
E0448,Li Wen bin Rahman,IT,IT Administrator,2021-10-20,E0379,2026-02-11,Terminated,,
E0449,Yee Han Ng,IT,IT Administrator,2018-07-12,E0379,,Active,,
E0450,Mei Yee Kumar,IT,IT Administrator,2017-03-07,E0379,,Active,,
E0451,Zahra Pillai,IT,IT Administrator,2022-03-17,E0379,2022-09-06,Terminated,,
E0452,Mei Yee bin Hassan,IT,IT Administrator,2018-02-09,E0379,,Active,,
E0453,Adrian Wong,IT,IT Administrator,2020-10-06,E0379,,Active,,
E0454,Kavitha Tan,IT,IT Administrator,2017-11-19,E0379,2021-04-26,Terminated,,
E0455,Nadia bin Rahman,IT,IT Administrator,2012-08-06,E0379,2026-06-03,Terminated,,
E0456,Firdaus binti Omar,IT,IT Administrator,2020-08-28,E0379,,Active,,
E0457,Nurul Kumar,IT,IT Administrator,2021-05-28,E0379,,Active,,
E0458,Syafiq bin Abdullah,IT,IT Administrator,2019-05-19,E0379,,Active,,
E0459,Deepa bin Hassan,IT,IT Administrator,2017-06-01,E0379,,Active,,
E0460,Adrian Lee,IT,ERP Basis Administrator,2019-01-08,E0379,,Active,IT Administrator,2025-07-17
E0461,Mei Yee Tan,IT,IT Administrator,2012-03-02,E0379,,Active,,
E0462,Nurul Chong,IT,IT Administrator,2019-12-31,E0379,2025-10-22,Terminated,,
E0463,Deepa Nair,IT,ERP Basis Administrator,2024-11-19,E0379,2026-01-17,Terminated,,
E0464,Rachel Kumar,IT,ERP Basis Administrator,2016-07-27,E0379,2024-07-12,Terminated,,
E0465,Amirul Lee,IT,ERP Basis Administrator,2022-09-08,E0379,,Active,,
E0466,Kavitha Lim,IT,ERP Basis Administrator,2018-02-15,E0379,,Active,,
E0467,Suresh Lee,IT,ERP Basis Administrator,2024-08-28,E0379,,Active,,
E0468,Adrian Ng,IT,ERP Basis Administrator,2013-06-03,E0379,,Active,,
E0469,Daniel Ng,IT,ERP Basis Administrator,2013-01-18,E0379,2025-09-19,Terminated,,
E0470,Kai Xin Fernandez,IT,IT Administrator,2013-08-11,E0379,,Active,ERP Basis Administrator,2026-04-14
E0471,Izzati Lee,IT,ERP Basis Administrator,2012-03-17,E0379,2025-08-16,Terminated,,
E0472,Deepa Kumar,IT,ERP Basis Administrator,2020-09-23,E0379,,Active,,
E0473,Ganesh bin Hassan,IT,ERP Basis Administrator,2021-12-04,E0379,,Active,,
E0474,Siew Mun bin Hassan,IT,ERP Basis Administrator,2012-01-19,E0379,2025-10-09,Terminated,,
E0475,Aisyah Chong,IT,ERP Basis Administrator,2025-12-07,E0379,,Active,,
E0476,Jun Hao Pillai,IT,ERP Basis Administrator,2024-11-11,E0379,,Active,,
E0477,Hafiz bin Rahman,Operations,Operations Staff,2025-10-16,E0906,,Active,,
E0478,Hafiz Raj,Operations,Operations Staff,2023-08-26,E0910,2024-06-26,Terminated,,
E0479,Kai Xin Kumar,Operations,Operations Staff,2012-04-21,E0925,,Active,,
E0480,Mei Yee Menon,Operations,Operations Staff,2020-11-07,E0903,,Active,,
E0481,Priya Lee,Operations,Operations Staff,2026-03-21,E0927,,Active,,
E0482,Li Wen Chong,Operations,Operations Staff,2025-04-11,E0919,,Active,,
E0483,Syafiq Chong,Operations,Operations Staff,2015-02-12,E0919,2026-04-23,Terminated,,
E0484,Michelle bin Rahman,Operations,Operations Staff,2017-03-19,E0902,,Active,,
E0485,Mei Yee Fernandez,Operations,Operations Staff,2023-07-08,E0903,,Active,,
E0486,Farah Kumar,Operations,Operations Staff,2019-11-05,E0912,,Active,,
E0487,Hafiz Wong,Operations,Operations Staff,2021-10-30,E0937,,Active,,
E0488,Aisyah Pillai,Operations,Operations Staff,2018-05-22,E0901,,Active,,
E0489,Farah bin Abdullah,Operations,Operations Staff,2016-09-02,E0930,,Active,,
E0490,Deepa Tan,Operations,Operations Staff,2014-03-10,E0923,2025-07-08,Terminated,,
E0491,Farah Pillai,Operations,Operations Staff,2012-10-26,E0933,2023-12-16,Terminated,,
E0492,Amirul Ng,Operations,Operations Staff,2020-04-15,E0900,,Active,,
E0493,Siew Mun bin Hassan,Operations,Operations Staff,2024-01-18,E0932,,Active,,
E0494,Priya bin Rahman,Operations,Operations Staff,2026-02-01,E0929,,Active,,
E0495,Li Wen bin Hassan,Operations,Operations Staff,2018-06-28,E0900,2025-10-02,Terminated,,
E0496,Ahmad Wong,Operations,Operations Staff,2024-08-26,E0899,,Active,,
E0497,Li Wen Wong,Operations,Operations Staff,2013-07-29,E0909,,Active,,
E0498,Aisyah Anak Jelani,Operations,Operations Staff,2020-07-18,E0934,2026-05-10,Terminated,,
E0499,Kavitha binti Omar,Operations,Operations Staff,2025-12-14,E0900,,Active,,
E0500,Zahra Kumar,Operations,Operations Staff,2022-01-16,E0919,,Active,,
E0501,Nadia Chong,Operations,Operations Staff,2016-02-07,E0903,,Active,,
E0502,Daniel Fernandez,Operations,Operations Staff,2022-01-17,E0901,,Active,,
E0503,Syafiq Kumar,Operations,Operations Staff,2020-11-27,E0934,2025-01-21,Terminated,,
E0504,Rachel Wong,Operations,Operations Staff,2020-11-28,E0933,,Active,,
E0505,Ganesh binti Omar,Operations,Operations Staff,2024-08-01,E0912,,Active,,
E0506,Wei Ling Lim,Operations,Operations Staff,2025-03-20,E0899,2026-04-27,Terminated,,
E0507,Ganesh binti Yusof,Operations,Operations Manager,2012-10-03,E0930,,Active,Operations Staff,2025-10-20
E0508,Adrian binti Ismail,Operations,Operations Staff,2015-12-03,E0929,,Active,,
E0509,Priya binti Omar,Operations,Operations Staff,2018-11-15,E0911,,Active,,
E0510,Farah binti Ismail,Operations,Operations Staff,2015-06-18,E0920,,Active,,
E0511,Priya Chong,Operations,Operations Staff,2021-06-23,E0898,2025-10-30,Terminated,,
E0512,Daniel Tan,Operations,Operations Staff,2025-12-05,E0903,,Active,,
E0513,Rachel Lee,Operations,Operations Staff,2014-03-02,E0918,,Active,,
E0514,Priya bin Rahman,Operations,Operations Staff,2026-03-13,E0907,,Active,,
E0515,Daniel Nair,Operations,Operations Staff,2019-05-17,E0912,2026-06-25,Terminated,,
E0516,Chee Keong binti Ismail,Operations,Operations Staff,2026-03-24,E0934,,Active,,
E0517,Kai Xin Chong,Operations,Operations Staff,2017-04-20,E0905,,Active,,
E0518,Hakim Menon,Operations,Operations Staff,2020-08-23,E0902,,Active,,
E0519,Rachel binti Ismail,Operations,Operations Staff,2024-09-25,E0908,,Active,,
E0520,Nurul binti Ismail,Operations,Operations Staff,2022-02-08,E0907,2026-04-20,Terminated,,
E0521,Chee Keong bin Rahman,Operations,Operations Staff,2019-12-27,E0917,,Active,,
E0522,Amirul bin Rahman,Operations,Operations Staff,2023-11-28,E0916,,Active,,
E0523,Hakim Fernandez,Operations,Operations Staff,2017-05-23,E0920,,Active,,
E0524,Michelle Chong,Operations,Operations Staff,2026-01-06,E0903,,Active,,
E0525,Ganesh Raj,Operations,Operations Staff,2026-01-18,E0908,,Active,,
E0526,Michelle Lee,Operations,Operations Staff,2021-09-17,E0914,,Active,,
E0527,Deepa Raj,Operations,Operations Staff,2019-05-21,E0916,,Active,,
E0528,Syafiq bin Rahman,Operations,Operations Staff,2022-05-14,E0930,,Active,,
E0529,Syafiq Menon,Operations,Operations Staff,2015-02-15,E0913,,Active,,
E0530,Syafiq Ng,Operations,Operations Staff,2023-06-14,E0919,,Active,,
E0531,Deepa Lee,Operations,Operations Staff,2019-01-15,E0907,2024-01-25,Terminated,,
E0532,Kavitha Anak Jelani,Operations,Operations Staff,2020-10-24,E0923,2024-03-15,Terminated,,
E0533,Hafiz Pillai,Operations,Operations Staff,2017-02-27,E0918,,Active,,
E0534,Michelle bin Hassan,Operations,Operations Staff,2015-03-07,E0925,,Active,,
E0535,Nadia bin Abdullah,Operations,Operations Staff,2014-08-04,E0897,,Active,,
E0536,Li Wen binti Yusof,Operations,Operations Staff,2016-10-05,E0910,,Active,,
E0537,Arun Tan,Operations,Operations Staff,2014-03-14,E0914,,Active,,
E0538,Mei Yee Chong,Operations,Operations Staff,2013-06-26,E0919,,Active,,
E0539,Nadia Tan,Operations,Operations Staff,2024-10-30,E0912,,Active,,
E0540,Adrian Lee,Operations,Operations Staff,2018-02-05,E0909,2023-12-30,Terminated,,
E0541,Kai Xin bin Abdullah,Operations,Operations Staff,2018-09-28,E0930,,Active,,
E0542,Farah Nair,Operations,Operations Staff,2019-08-13,E0898,,Active,,
E0543,Deepa binti Ismail,Operations,Operations Staff,2025-09-04,E0914,,Active,,
E0544,Aisyah Ng,Operations,Operations Manager,2013-08-25,E0901,,Active,Operations Staff,2025-07-30
E0545,Arun Lim,Operations,Operations Staff,2019-03-03,E0931,,Active,,
E0546,Ganesh Wong,Operations,Operations Staff,2012-02-13,E0933,,Active,,
E0547,Amirul Menon,Operations,Operations Staff,2025-05-21,E0933,,Active,,
E0548,Yee Han Pillai,Operations,Operations Staff,2013-03-25,E0909,,Active,,
E0549,Wei Ling Pillai,Operations,Operations Staff,2014-05-10,E0923,,Active,,
E0550,Arun binti Ismail,Operations,Operations Staff,2014-08-27,E0912,,Active,,
E0551,Hafiz Pillai,Operations,Operations Staff,2016-01-11,E0919,2024-01-27,Terminated,,
E0552,Hakim Menon,Operations,Operations Staff,2025-02-13,E0911,,Active,,
E0553,Izzati bin Rahman,Operations,Operations Staff,2016-12-25,E0919,,Active,,
E0554,Ahmad Menon,Operations,Operations Staff,2026-01-09,E0918,,Active,,
E0555,Izzati binti Ismail,Operations,Operations Staff,2025-02-10,E0934,2026-05-19,Terminated,,
E0556,Kai Xin bin Rahman,Operations,Operations Staff,2012-09-03,E0909,,Active,,
E0557,Suresh Wong,Operations,Operations Staff,2018-03-12,E0897,,Active,,
E0558,Kavitha Kumar,Operations,Operations Staff,2015-09-16,E0906,,Active,,
E0559,Zahra Menon,Operations,Operations Staff,2015-06-14,E0917,,Active,,
E0560,Zahra Tan,Operations,Operations Staff,2016-03-06,E0907,,Active,,
E0561,Li Wen bin Abdullah,Operations,Operations Manager,2016-07-18,E0914,,Active,Operations Staff,2026-05-02
E0562,Nurul Fernandez,Operations,Operations Staff,2021-12-04,E0929,2024-04-23,Terminated,,
E0563,Firdaus binti Yusof,Operations,Operations Staff,2026-02-14,E0916,,Active,,
E0564,Arun Pillai,Operations,Operations Staff,2020-12-13,E0913,,Active,,
E0565,Adrian Fernandez,Operations,Operations Staff,2018-10-28,E0917,,Active,,
E0566,Syafiq Menon,Operations,Operations Staff,2016-08-04,E0935,,Active,,
E0567,Priya Lee,Operations,Operations Staff,2018-10-25,E0905,,Active,,
E0568,Hakim Wong,Operations,Operations Staff,2017-01-03,E0897,,Active,,
E0569,Michelle Chong,Operations,Operations Staff,2025-05-13,E0914,,Active,,
E0570,Nurul Menon,Operations,Operations Staff,2012-01-05,E0907,2022-08-19,Terminated,,
E0571,Ahmad Nair,Operations,Operations Staff,2012-10-29,E0906,,Active,,
E0572,Nadia binti Omar,Operations,Operations Staff,2023-01-08,E0897,2023-12-01,Terminated,,
E0573,Deepa Lim,Operations,Operations Staff,2017-12-03,E0915,,Active,,
E0574,Aisyah binti Ismail,Operations,Operations Staff,2017-03-15,E0927,2026-03-15,Terminated,,
E0575,Arun Tan,Operations,Operations Staff,2025-08-28,E0904,2026-05-24,Terminated,,
E0576,Suresh Pillai,Operations,Operations Staff,2016-01-07,E0897,2021-09-26,Terminated,,
E0577,Jun Hao Pillai,Operations,Operations Manager,2017-05-06,E0933,,Active,Operations Staff,2025-07-06
E0578,Farah Lim,Operations,Operations Staff,2022-03-18,E0901,,Active,,
E0579,Chee Keong Anak Jelani,Operations,Operations Staff,2013-10-25,E0926,,Active,,
E0580,Ganesh bin Rahman,Operations,Operations Staff,2016-11-14,E0912,,Active,,
E0581,Farah Fernandez,Operations,Operations Staff,2022-02-19,E0915,,Active,,
E0582,Li Wen Lim,Operations,Operations Staff,2018-10-25,E0898,,Active,,
E0583,Hakim binti Omar,Operations,Operations Staff,2023-02-16,E0907,,Active,,
E0584,Izzati Ng,Operations,Operations Staff,2014-09-04,E0902,2020-09-30,Terminated,,
E0585,Yee Han binti Omar,Operations,Operations Staff,2024-11-06,E0902,,Active,,
E0586,Suresh Kumar,Operations,Operations Staff,2015-03-09,E0898,2025-11-21,Terminated,,
E0587,Priya Tan,Operations,Operations Staff,2012-10-24,E0906,,Active,,
E0588,Amirul Anak Jelani,Operations,Operations Staff,2013-09-03,E0932,,Active,,
E0589,Izzati bin Hassan,Operations,Operations Staff,2016-04-03,E0933,2024-04-23,Terminated,,
E0590,Daniel bin Abdullah,Operations,Operations Staff,2014-12-31,E0926,,Active,,
E0591,Rachel bin Rahman,Operations,Operations Staff,2012-12-06,E0908,,Active,,
E0592,Nurul Ng,Operations,Operations Staff,2023-04-04,E0932,2024-01-23,Terminated,,
E0593,Wei Ling binti Omar,Operations,Operations Staff,2014-10-19,E0938,2025-12-01,Terminated,,
E0594,Yee Han bin Rahman,Operations,Operations Staff,2017-06-21,E0908,,Active,,
E0595,Priya Wong,Operations,Operations Staff,2021-10-10,E0935,,Active,,
E0596,Hakim bin Rahman,Operations,Operations Staff,2017-05-26,E0908,,Active,,
E0597,Siew Mun Anak Jelani,Operations,Operations Staff,2022-08-28,E0910,,Active,,
E0598,Siew Mun Kumar,Operations,Operations Staff,2012-08-10,E0914,2024-11-03,Terminated,,
E0599,Ganesh binti Yusof,Operations,Operations Staff,2021-05-05,E0909,,Active,,
E0600,Rachel Wong,Operations,Operations Staff,2020-06-04,E0910,2021-07-18,Terminated,,
E0601,Jun Hao Wong,Operations,Operations Staff,2015-10-24,E0924,2024-07-26,Terminated,,
E0602,Izzati Wong,Operations,Operations Staff,2014-03-26,E0919,,Active,,
E0603,Kavitha Pillai,Operations,Operations Staff,2023-03-29,E0904,,Active,,
E0604,Kavitha Chong,Operations,Operations Staff,2013-11-08,E0913,2020-05-21,Terminated,,
E0605,Jun Hao Wong,Operations,Operations Staff,2019-11-20,E0927,,Active,,
E0606,Syafiq Raj,Operations,Operations Staff,2021-10-03,E0938,2024-08-19,Terminated,,
E0607,Aisyah Pillai,Operations,Operations Staff,2021-10-10,E0912,2024-05-13,Terminated,,
E0608,Firdaus Lim,Operations,Operations Staff,2017-07-25,E0929,,Active,,
E0609,Firdaus Tan,Operations,Operations Staff,2013-10-30,E0913,,Active,,
E0610,Syafiq Raj,Operations,Operations Staff,2025-10-01,E0907,,Active,,
E0611,Mei Yee Kumar,Operations,Operations Staff,2023-03-30,E0908,,Active,,
E0612,Aisyah bin Hassan,Operations,Operations Manager,2013-12-11,E0922,,Active,Operations Staff,2026-04-09
E0613,Izzati Lim,Operations,Operations Staff,2022-03-14,E0929,,Active,,
E0614,Adrian Wong,Operations,Operations Staff,2014-01-23,E0932,,Active,,
E0615,Nurul bin Hassan,Operations,Operations Staff,2023-08-07,E0937,2026-03-31,Terminated,,
E0616,Izzati Chong,Operations,Operations Staff,2018-03-22,E0926,,Active,,
E0617,Amirul Tan,Operations,Operations Staff,2012-10-21,E0933,2026-02-12,Terminated,,
E0618,Hafiz Wong,Operations,Operations Staff,2017-12-22,E0906,,Active,,
E0619,Li Wen Menon,Operations,Operations Staff,2017-10-17,E0910,,Active,,
E0620,Priya Tan,Operations,Operations Staff,2016-09-15,E0921,,Active,,
E0621,Suresh Nair,Operations,Operations Staff,2014-01-07,E0922,,Active,,
E0622,Ahmad Lee,Operations,Operations Staff,2013-06-20,E0906,2021-10-23,Terminated,,
E0623,Ahmad Pillai,Operations,Operations Staff,2018-08-17,E0909,,Active,,
E0624,Amirul Wong,Operations,Operations Staff,2015-10-28,E0913,,Active,,
E0625,Deepa bin Hassan,Operations,Operations Staff,2023-06-16,E0926,,Active,,
E0626,Syafiq Ng,Operations,Operations Staff,2012-01-31,E0910,,Active,,
E0627,Ganesh Raj,Operations,Operations Staff,2025-01-19,E0918,,Active,,
